topic0	topic1	topic2	topic3	topic4	topic5	topic6	topic7	news week
0.0	0.0	0.0	0.0	0.0	0.0	0.999340239007	0.0	0
0.388833604555	0.607783564055	0.0	0.0	0.0	0.0	0.0	0.0	0
0.292741566739	0.449179482794	0.0	0.0	0.0	0.255964992167	0.0	0.0	0
0.0	0.753521906025	0.0	0.0	0.0	0.242396310517	0.0	0.0	0
0.0	0.0	0.0	0.0	0.996617532751	0.0	0.0	0.0	0
0.0	0.998439811536	0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.943227249892	0.0519281749368	0.0	0.0	0.0	0.0	0
0.0	0.0	0.787363199056	0.0	0.0910027287684	0.0	0.0630001562502	0.0574006975331	0
0.0698452280436	0.0	0.0	0.0	0.0	0.438979280257	0.490290135173	0.0	0
0.0	0.0	0.113266430846	0.0	0.0	0.0	0.0	0.883256444381	0
0.163685343193	0.0723565244137	0.0949738849443	0.355654707901	0.312963145504	0.0	0.0	0.0	0
0.771549327562	0.0138547673813	0.165780429885	0.0	0.0364124113443	0.0	0.0	0.0113850862974	0
0.0	0.0	0.031946572374	0.523125542694	0.0	0.403173814764	0.0387191160687	0.0	0
0.194428892066	0.0	0.0	0.0	0.75436047279	0.0	0.0	0.0480013636475	0
0.0	0.0	0.180376457587	0.813688706535	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.914707968919	0.0824465301163	0.0	0.0	0.0	0
0.0739094154957	0.0144897871759	0.0	0.0	0.0	0.909066667359	0.0	0.0	0
0.0	0.0	0.0	0.465144817786	0.534034046545	0.0	0.0	0.0	0
0.0	0.615390750806	0.0	0.0	0.256867017939	0.121130989064	0.0	0.0	0
0.0	0.0145824668913	0.0	0.777513012921	0.0	0.0	0.0	0.207180065963	0
0.0	0.0	0.0	0.0	0.0	0.0	0.426321527827	0.56638617286	0
0.0	0.753576691088	0.0	0.0	0.0	0.24234152546	0.0	0.0	0
0.0	0.0	0.0	0.0	0.357254051332	0.0577645864305	0.0176223807021	0.566802596869	0
0.0	0.0	0.110045656382	0.670630968106	0.21868010543	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.120398772309	0.876789070791	0.0	0
0.0	0.116966414081	0.0	0.0	0.0	0.0	0.61952062806	0.260016251228	0
0.0	0.0	0.0	0.0	0.0	0.990154270359	0.0	0.0	0
0.0	0.0	0.0	0.0686983310084	0.0	0.922483940678	0.0	0.0	0
0.0	0.0	0.100469829407	0.0	0.0	0.898707664647	0.0	0.0	0
0.675524470968	0.320847461984	0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.982726330588	0.0	0.0130545909123	0
0.0	0.0	0.365111840441	0.0	0.0	0.0	0.119213448325	0.513896459761	0
0.0	0.0	0.0	0.0	0.0	0.745891992678	0.0	0.247850189613	0
0.0	0.0	0.0	0.0	0.0	0.0	0.996510497716	0.0	0
0.0	0.0	0.0199046251341	0.0	0.0	0.977393695983	0.0	0.0	0
0.0	0.0607592629282	0.0	0.0	0.937005083065	0.0	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.210152758215	0.112745377781	0.674048671772	0
0.326752851698	0.308656548231	0.0	0.0	0.0	0.357952280043	0.0	0.0	0
0.0	0.0	0.0	0.0	0.0	0.0	0.996999135704	0.0	1
0.0	0.0	0.0	0.0	0.0	0.996859620098	0.0	0.0	1
0.0	0.875050811424	0.0	0.0	0.0703116818243	0.04954995983	0.0	0.0	1
0.0	0.0158071441027	0.0	0.0	0.981223326353	0.0	0.0	0.0	1
0.0	0.0	0.393712875021	0.0	0.483529678937	0.0	0.120439901005	0.0	1
0.0	0.669105871179	0.0	0.0	0.0	0.32498095638	0.0	0.0	1
0.0	0.0	0.426837288864	0.0	0.349708984166	0.0	0.125550819369	0.0967542166595	1
0.151695499513	0.0	0.0	0.0	0.0	0.845605444777	0.0	0.0	1
0.0	0.0	0.184878873873	0.429939553915	0.0	0.37439646933	0.0	0.0	1
0.0	0.0	0.0	0.443938958709	0.0560881581268	0.128719643024	0.369175490979	0.0	1
0.0	0.0	0.629603940722	0.0	0.0	0.262243743248	0.102979556185	0.0	1
0.0	0.0	0.98619425097	0.0	0.0125806876536	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.986130115079	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0.545421130317	0.444697118398	1
0.0	0.0171319971721	0.146540913485	0.127938513974	0.607094400362	0.0717712172513	0.0	0.0288351929318	1
0.0	0.0	0.0	0.0	0.0	0.0	0.995049745035	0.0	1
0.0	0.421768486899	0.0	0.0	0.0	0.576708122678	0.0	0.0	1
0.0	0.0	0.0	0.033916042208	0.123630633499	0.238397651	0.602137224887	0.0	1
0.0	0.0	0.0134922230785	0.368692936186	0.616560822841	0.0	0.0	0.0	1
0.249663370218	0.0	0.525891135867	0.0346853305052	0.0	0.0542707428086	0.135137139309	0.0	1
0.0	0.0	0.0	0.186724267648	0.0	0.642465570555	0.163616067816	0.0	1
0.0	0.0731131036228	0.90981688834	0.0	0.0	0.0	0.0	0.0	1
0.0	0.0	0.213920804762	0.764393187332	0.0	0.0200643675042	0.0	0.0	1
0.0	0.0	0.525260338157	0.289907639338	0.144619755403	0.0	0.0	0.0395969945238	1
0.0	0.0	0.44022437153	0.0397777780909	0.0482743789359	0.0	0.0	0.471061991337	1
0.139683369169	0.725799383486	0.0174279999893	0.049903635859	0.0	0.0	0.0669126828026	0.0	1
0.167295249614	0.0	0.0	0.0	0.0	0.824763917044	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0.996496318475	0.0	1
0.0	0.0	0.0	0.0	0.0760903187595	0.922778448076	0.0	0.0	1
0.0	0.0120088994974	0.0	0.0	0.119900990738	0.0	0.0226524071546	0.844113081027	1
0.0	0.0	0.0	0.467855728324	0.511376790259	0.0	0.0192372493399	0.0	1
0.0	0.0	0.0	0.0	0.0	0.988000443503	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.0	0.992701673407	0.0	1
0.0	0.0	0.442292516005	0.242586812867	0.165524387424	0.0	0.0	0.148642564677	1
0.0	0.0277108571467	0.2162487162	0.0	0.753143117438	0.0	0.0	0.0	1
0.0	0.0	0.360729929312	0.0	0.531080483972	0.0	0.105480796884	0.0	1
0.0	0.841902768886	0.0	0.0	0.0	0.150945230196	0.0	0.0	1
0.0	0.651322277981	0.0	0.0	0.0	0.346293283496	0.0	0.0	1
0.0	0.0	0.0	0.0	0.996478723868	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.985151828553	0.0	0.0	1
0.0	0.0	0.0	0.0	0.123666182376	0.875325617121	0.0	0.0	1
0.0	0.0	0.0183052631968	0.181025896095	0.329231493318	0.0	0.0	0.470334399339	1
0.0	0.0	0.0	0.0497490120241	0.237713985119	0.535471734294	0.0	0.176132742617	1
0.0	0.0	0.523504204747	0.314839713373	0.0	0.157952216025	0.0	0.0	1
0.0	0.0	0.0459410498386	0.0	0.0	0.886937445318	0.0638946806798	0.0	1
0.0	0.0	0.133434037586	0.098359490088	0.76660555998	0.0	0.0	0.0	1
0.999180277442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
0.0	0.395891138803	0.141151050265	0.074653747159	0.0	0.0	0.0	0.387691198296	1
0.0	0.0	0.0	0.0	0.139450164601	0.857056631478	0.0	0.0	1
0.0	0.228147248498	0.0	0.767961002212	0.0	0.0	0.0	0.0	1
0.0	0.0	0.262210850887	0.0	0.0	0.734975681542	0.0	0.0	1
0.0	0.0	0.0	0.0	0.0	0.990375683942	0.0	0.0	1
0.0	0.485718645208	0.0	0.0	0.0	0.360348823445	0.144860549619	0.0	1
0.0	0.0	0.194592276624	0.0	0.799012968717	0.0	0.0	0.0	1
0.0	0.0	0.782064891733	0.0	0.0	0.0	0.0	0.216370265195	1
0.0	0.0	0.389169243178	0.0310241266071	0.0	0.315259161961	0.023520807099	0.240476715264	1
0.0	0.123986297667	0.012659297479	0.0	0.0	0.861993526846	0.0	0.0	1
0.0	0.866905345773	0.0430680061757	0.0	0.0	0.0	0.0877595083232	0.0	1
0.792431012155	0.0	0.0	0.0	0.0	0.0	0.204477401621	0.0	1
0.0	0.0	0.0	0.670572373489	0.0	0.0	0.0	0.327509234162	1
0.541627190928	0.450710366647	0.0	0.0	0.0	0.0	0.0	0.0	1
0.0377610954707	0.954871803429	0.0	0.0	0.0	0.0	0.0	0.0	1
0.223342835763	0.0	0.0	0.0	0.447276357495	0.0	0.0	0.323361534429	1
0.0	0.0	0.0	0.0	0.715141852854	0.23509439024	0.0	0.0474191400273	1
0.0	0.99510643132	0.0	0.0	0.0	0.0	0.0	0.0	1
0.0987979387489	0.0	0.0430719922042	0.262778793074	0.0603127885708	0.50030669397	0.0	0.0294553499919	1
0.0204686610659	0.0	0.0	0.0	0.0	0.0	0.976237405991	0.0	1
0.0	0.0	0.0	0.999335696985	0.0	0.0	0.0	0.0	1
0.0	0.0	0.0	0.0	0.995020511414	0.0	0.0	0.0	1
0.0	0.0	0.0	0.557457830668	0.402681192929	0.0	0.0	0.0276929420776	1
0.0	0.0546193647288	0.149773204554	0.298072289343	0.246784435244	0.160837632924	0.0	0.0892839653177	1
0.289312582499	0.0	0.0	0.0	0.0	0.0	0.700406159962	0.0	1
0.0	0.0	0.0	0.0	0.533184914382	0.0	0.255459749217	0.209079066841	1
0.0	0.0	0.0868178898169	0.0	0.0326141251776	0.385544617202	0.0	0.487058507304	1
0.0	0.0	0.716192120299	0.0894119868815	0.0277372564066	0.0	0.165952428132	0.0	1
0.0	0.0	0.0	0.0	0.0	0.669896652313	0.0	0.325551248255	1
0.0	0.0	0.96330420264	0.0171008198606	0.0188654627218	0.0	0.0	0.0	1
0.0	0.573196745268	0.0	0.0	0.0	0.425048675195	0.0	0.0	1
0.0	0.0	0.0439245546263	0.0	0.242501582334	0.0	0.0	0.706087336747	1
0.844627167727	0.0	0.0	0.0	0.0	0.152809330029	0.0	0.0	1
0.998082763646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
0.0	0.0	0.0	0.355526714837	0.593785738484	0.0	0.0493969671829	0.0	1
0.0	0.402122053224	0.0	0.0	0.0	0.595911993932	0.0	0.0	1
0.0	0.0206355118603	0.0	0.0	0.0	0.120080632952	0.0	0.858124593156	1
0.0	0.0	0.0	0.634949392427	0.0	0.313019858272	0.0487461172862	0.0	1
0.0	0.0	0.211216447428	0.0	0.787845761413	0.0	0.0	0.0	1
0.0	0.0	0.67166518829	0.0	0.0809023214195	0.0259952215266	0.0	0.217779729887	1
0.0	0.0	0.538506506759	0.0178793137713	0.158576318723	0.0309007615523	0.0	0.253882416427	1
0.0	0.0	0.0	0.106472882889	0.0596574735974	0.305225952846	0.0	0.526530685487	1
0.0	0.0	0.0	0.0	0.0	0.558256567137	0.436138085741	0.0	1
